user_id,start_time_iso,end_time_iso,model,wallet_type,cost,currency
066fa7d6-f3ba-47c6-bf97-f60ae4ca43e0,2026-08-17T00:00:00+08:00,2026-08-18T00:00:00+08:00,deepseek-v4-flash,Paid,0.0394352000000000,CNY
066fa7d6-f3ba-47c6-bf97-f60ae4ca43e0,2026-08-18T00:00:00+08:00,2026-08-19T00:00:00+08:00,deepseek-v4-flash,Paid,7.6137341000000000,CNY
066fa7d6-f3ba-47c6-bf97-f60ae4ca43e0,2026-08-19T00:00:00+08:00,2026-08-20T00:00:00+08:00,deepseek-v4-flash,Paid,1.1417480000000000,CNY
066fa7d6-f3ba-47c6-bf97-f60ae4ca43e0,2026-08-23T00:00:00+08:00,2026-08-24T00:00:00+08:00,deepseek-v4-flash,Paid,0.0272490000000000,CNY
066fa7d6-f3ba-47c6-bf97-f60ae4ca43e0,2026-08-24T00:00:00+08:00,2026-08-25T00:00:00+08:00,deepseek-v4-flash,Paid,0.4535255000000000,CNY
066fa7d6-f3ba-47c6-bf97-f60ae4ca43e0,2026-08-30T00:00:00+08:00,2026-08-31T00:00:00+08:00,deepseek-v4-flash,Paid,2.3026171000000000,CNY
066fa7d6-f3ba-47c6-bf97-f60ae4ca43e0,2026-09-04T00:00:00+08:00,2026-09-05T00:00:00+08:00,deepseek-v4-flash,Paid,0.0330105000000000,CNY
